,Customer,Date,Rating,Review Title,Review Body,New Rating
228,VM,2020-06-05,5.0,good,good,5
229,sajjad,2020-06-04,1.0,good,nice,5
230,Sharvan kumar,2020-09-11,5.0,value money,awesome,5
231,nanda ballabh joshi,2020-08-01,5.0,worth money,amazing,3
232,Pradeep,2020-12-10,5.0,excellent craftsmanship,excellent product quality,5
233,pooja,2020-10-08,5.0,nice,nice phone offered samsung,5
234,Anwar,2020-07-28,5.0,happily say proudly purchased indian,want indian model made indiaonly one phone available range best less performance power smooth best poor display figure scanner charge time high,5
235,B Vishnu Kiran,2020-08-07,5.0,budget flagship,good camera feels lite excellent product,5
236,Sathyanarayana,2020-07-11,4.0,genuine review,purchased samsung online storemy review help customers valuate productreview based weeks usagebattery device comes mahpower stands one day usage internetcharger wit takes long full chargegood battery back chargecamera proit okay samsung mid range deviceprocessor idea snap dragon vs samsung processori nt find issues multitaskingscreen smooth butter vedio resolutions goodfinally good commercial usersvast storage enough features,3
237,Gobinath,2021-02-26,4.0,read first,first phone say basic phone like samsung provides budgetswith less power build gaming specially people confuse gaming phone phone really good daily work likewatching movies good resolution amoled displaysocial networking worksgood interface screen quality amoled camera pretty much better ui providesoverall pretty good phone buy happily,4
238,Ravindra H Lia,2020-08-20,5.0,worth money,writing months use phone slowed quiet bit already slow processor media tek exynos usually clear ram frequently maximum free ram apps would phone bulky gives feeling holding cheap phone fingerprint scanner slow wait seconds scan finger aligned perfectly work years old iphone better fingerprint scanner created hype mah battery last longer old phone mah lasts oneplus camera ok video recording display good overall phone worth money spend apps take seconds load painfully slow want decently fast phone something consider face recognition fast slow ok geekbench score single core multi core,1
239,Chidghana,2020-07-26,5.0,excellent camera display,smartphone,5
240,VM,2020-06-05,5.0,range bad product,battery backup bad camera quality also gud,5
241,sajjad,2020-06-04,1.0,product amazon service,old ph exchange samsung new ph delivery agent rejected ph though dent screen ph ph working issue delivery agent pointing small line visible inside screen inspite telling conditions matching hence least give exchange value per features unfortunately delivery agent refused take old ph suggested supervisor raise issue amazon service assured try delivery surprise could see refund issued ph without even taking concern cancellation seems meaning talking amazon agent ultimately individuals time money get wasted never expected always tell others amazon least professionalism compared flipkart services onwards rethink,3
242,Sunil,2020-09-03,1.0,worth,honest review busy person nt use phone often want long lasting phone would recommend thisthe camera good according priceat times lags lotand especially play games often gamer would say lags lot playing get fps maxand playing hours huge frame dropso would never enjoy playing games phonethere many phones better performance cheaperthese honest reviews,1
243,TARUNOJU SRINIVASAKUMAR,2020-09-15,3.0,nt fool,nt buy samsung phone nt work one month charging alongwith heating issue phone deadmotherboard gone faultycoustmer care keep mobile two weeks replace motherboard need money back samsungmobile samsungindia ndtv geekyranjit trakintech technicalguruji go brand atleast snapdragon helio processor,4
244,Eshwar ,2020-08-08,5.0,fully satisfied nt blindly trust amazon online ck price physical product,fully satisfied please nt blindly trust amazon online seller buying possible ck price physical product camera quality good take time saving pictures gb ram average gb also average multi data transfer bit good get high end phone mono audio battery good also good played call duty perfoem well played minutes,3
245,anirudh,2020-08-14,5.0,samsung sucks,slow motion camera features phone,5
246,Aparna S.,2020-07-06,5.0,great value money durable phone,using galaxy good six months nowpros great battery life camera quality fingerprint reader decent face issues sometimes unlocking moist hands overall good daily driver durable phone use back case phone fingerprint magnet definitely use gorilla glass screencons processor bit old nowadays use phone normal daily phone gaming phone,5
247,Prudhvi Maccha,2021-01-12,5.0,camera good go another phone looking performance,well phone great camera awesome battery superb screen great thing bothers processor processor weak compared phone price range even cheaper great phone speed price drop unsatisfactory purchased looked amazon thought whats difference looked,5
248,Susan ,2020-07-21,4.0,stop buying mobile,poor lowlight camera performancefingerprint sensor iffyprocessor goodi buy one sumsung mobile disappointed started hanging take lots time chargingvery poor quality price rangerequest everyone please buy mobile becoming heating everytime cannoy talk minutes purchased week july charging phone conversation video call connect zoom use minutes please stop buying product customer please belive feedbacl worthless mobile stop buying mobile,2
249,ABHILASH NARAYANAN,2021-02-07,5.0,great money,super phone value money samsung great deal phone like mutch,5
250,Rajesh,2021-02-24,5.0,go,recommend phone charge little gaming one half hour normal usage like insta whatsapp etc last one day nice battery good unlock secure like mo fake features phone like scale counter etc like experience good build better chinese phones sure perform well years also play pubg till hd settings august hd phonescreen like hdr redmi chinese brands phones,5
251,ABHISEK MISHRA,2020-09-02,5.0,want multimedia phone casual gaming go,bought phone honest bit overpriced k would fine screen battery camera great highlights phone camera performance good clicks good quality shots perfect dynamic range colors issue camera lacks basic features like slomo timelapse even phones give days comes performance many people criticise phone would like tell honest user experience normal usage issue multitasking small video editing casual gaming work perfectly fine without lags played call duty medium settings worked fine playing hours phone becomes bit hot,5
252,VM,2020-06-05,5.0,go supper laggy poor processor,frank happy processor performance giving price much lag lags even typing messages times make annoying disappointed getting time much cheaper thought one expensive much better verson samsung wish change get value phone samsung keep removing phones every month value phones keep falling st time life feeling disappointed samsung phone purchase honest suggestion please go far better phone one even cheaper better value money wish taken thanks,5
253,sajjad,2020-06-04,1.0,battery backup fingerprint reader,love smartphone willing buy mobile earlier indian want buy indian mobile good samsung improved battery life much mobile mah battery gets discharge hours continuous use online classes mobile mah battery gets discharge hours continuous use omg face problem fingerprint reader many times nt recognize fingerprint put finger would recognize liked mobilenice keep,2
254,Mohammed Nisar,2020-07-10,5.0,donot buy samsung worst phone ever,samsung waste money bought last month additional insured ask market sell product hear u ca nt believe value rs onemonthold phone brand value phone also worst smartphone gaming plz nt waste money go vivo oppo mi real,5
255,Nagendran,2021-04-08,4.0,overall samsung upto mark,browser support video purchased samsung reliance digital brookfield mal august days issues like mobile getting heat fast charge happening take hour charge batery charge hours without using game internet visited reliance times samsung customers care times use rectify issues replace refund alsoi wrongly choose samsung good service samsung worth money happy,4
256,rahat ali shaikh,2020-09-03,3.0,nothing like,overrrrrrpricedddd,5
257,Atishay jain,2020-10-12,5.0,poor quality,bad quality mobile samsung hardware quality mobile compromised takes years long mobile fully chargedyou get lot good mobiles range dont waste money crap even year old redmi working better,5
258,abhishek,2020-08-17,5.0,please nt buy bad mobile ever buy,despite battery nothing good mobile bought mobile yesterday camera mentioned near mega pixels samsung cheating money earphones old model ca nt fit ear bad quality nt time explain details nt go mobile,3
259,Sripal Singh,2021-02-23,3.0,much less,bought genuine samsung store nt faced one problem phone people bought might phone good good u need u want kind situation phone gets heat continued usage cools fast performance good play call duty everyday hrs almost handles lag photo quality good great like iphone kind good workable,5
260,Sam Munde,2020-08-25,5.0,nt buy phone,worst phone ever usedwell battery good features r garbages good gaming camera ahhu know cheap phonethe biometric fingerprint nt always even ur finger cleanguys u better buy series samsung another brand swear u regret buying phone,5
261,Bhagyaisari,2021-03-29,1.0,great phone value money,good phone works well battery lasts whole day performance also good overall worth buying smartphone,5
262,Charu jain,2020-07-06,5.0,heating issuesvery much critical dangerous,facing device heating issues realized literally burned ears inside consistent problem last three months however tried precautions finally writing hope could request replacement device get impeccable four month bought amazon,5
263,Kasa Sampath,2020-08-29,3.0,best budget phone,best phone casual useit featured slightly slow many processes run simultaneously disappointing overall performance absolutely great build quality also wonderful battery charging fast compare devices plus point,4
264,VM,2020-06-05,5.0,must mobile great features,slim usual great camera samsung long battery life lasts hours despite continued use lockdown touch sensitivity good need retype missed letter command value money,5
265,sajjad,2020-06-04,1.0,nt purchase,highly disappointed purchasing quality poor ca nt detect background slow motion night mode option cameranot worth money,3
266,Ram,2021-01-08,4.0,samsung could manage multitasking specially case game booster batter,battery life awesomewarmth heating use monthperformance good faced lagging playing continues hours play high graphics game heating unitvalue money give due lagging hours,4
267,Sushant Hota,2020-07-29,4.0,exchange froud extra charge,cheap services exchanges prosses vivo mobile change delivery agent told extra charge exchange phone phone phone warrants also last daysi complained action onei also prime members service anysooo cheap,4
268,Sivakumar,2020-07-19,3.0,pathetic performance device nt buy,nt buy pathetic device bought samsung series mobile series performance bought father also nt liked mobiles performance better go brand model dont waste hard earned money device,4
269,luna sarkar,2020-08-16,5.0,nt bay,india class phone nt bay badyno class phoneno qualityfaltu phonenot goodcamera vga,3
270,Shilpa Sharma,2021-04-07,5.0,camera good slide move touch unlock really bad,unlock touch good hardly unlock phone onscreen touch camera good overall bad experience even slowmotion feature providing good feature compare pricedo nt buy phone better go series,5
271,PRASANNAKUMAR V,2020-10-21,5.0,samsung best low quality oppo mi readme vivo experienced,using samsung ph first time belive oppo mi useless front samsung nt buy low quality mi oppogo durable actual pixel best feature samsung cheap chinese mobile,5
272,KOMMAREDDY JOSEPH,2021-03-23,5.0,pathetic processor ca nt imagine processor like windows xp older,old amazonsamsung user rarely write reviews pathetic performance brought hereoverheating issue heating era phone worst gb ram still take loads time restartoverexpensivethis phone deserve range,5
273,srinivasarao,2020-09-04,5.0,excellent product compared phones price range,great product bought present parents batter life really good compared phones price range screen quality good well smooth browsing user experience great recommend product,5
274,divakar,2021-04-13,4.0,value money,value money phone boring fingerprint sensor work per mood camera good recording slow motion video feature night mode beauty samsung last least oxygen os awesome,4
275,shivaraj,2020-07-11,5.0,worth buying,awesome display great battery life,3
276,VM,2020-06-05,5.0,monts usage,issues fingerprint scanner screen recorder camera quality recommended gaming takes hours full charge even box fast charger battery drains fast,5
277,sajjad,2020-06-04,1.0,worst phone please nt buy,please buy phoneu ca nt make video callsu ca nt record slow mo videosworst phone bought life,3
278,Hemant H.,2020-07-31,5.0,average product,disappointed phone overpriced sure disappointed see slow motion video specs says otherwise,3
279,Jhanvi Vashisht,2020-07-02,5.0,recommended samsung,bought sumsung mobile disappointed started hanging takes lot time charging battery life goodvery poor quality price range,5
280,Sreejith C Kollam,2020-06-26,5.0,good quality product,quick service good quality product attractive fast working long lasting charge good fingerprint battery life facerecognitionrecommended,5
281,kousik singha,2020-06-04,4.0,good,good product,5
282,ARIHANT KOTHARI,2020-06-28,3.0,mark,resolution goodbattery life wonderfulcamera goodsometimes hanging,5
283,BALAJI,2020-06-04,5.0,samsung,value moneyexcellent product reasonable price comparison latest available market go,5
284,GOWTHAMNAREN,2020-06-30,5.0,first day got dead,worst phone ever purchased retaile store first day brought home got dead worst samsung experience,5
285,Omkar kale,2020-06-29,4.0,dont buy,camera features nt slowmo video hyper lapseimage stabilitypaying worth get camera features brands price rangepls wake samsung buy,5
286,Ravi Kumar,2020-10-21,1.0,samsung worth buying,writing review used mobile weekbattery great mark camera high us satisfactory works faster redmi,1
287,Saurabh Pratap Singh,2020-06-04,5.0,disappointed camera performance,camera nt performing per expectation main camera taking pictures camera,3
288,VM,2020-06-05,5.0,waste money,iam buy phone slow motion video finger printing problem face unlock problem video phone waste money please nt take mobile,3
289,sajjad,2020-06-04,1.0,samsung galaxy,feel premium quality design build quality camera quality also superb fingerprint sensor little bit slow phone good,3
290,Tarun Singh,2020-06-12,1.0,mobile worth money,special options videos timelaps night effect back camera compared cheap mobiles many special optionsvery unsatisfied,2
291,Parijat,2021-04-09,1.0,great phone samsung,great mid range budget phone battery life great charge every days samoled display fantastic,5
292,Amazon Customer,2020-08-14,3.0,awesome,start using exactly daysthis awsome phone samsungbattery insanecamera excellenta series best samsung brand,5
293,desh deepak maurya,2020-08-10,1.0,waste money,waste moneycamera bad qualityfingerpring slow ca nt play pubgheating problem also pls nt buy,1
294,Kissna,2020-07-02,3.0,good design bad camera worst fingerprint reader,good design bad camera worst fingerprint reader many better options available market even samsung price range,4
295,Nitesh,2020-06-09,1.0,great nonchinese phone,great phone fit needs months usage nt faced issues got fresh updates great fixes,5
296,Rishikesh G,2020-12-29,5.0,,sometime prosser working otherwise much good happy,5
297,Roshinibala Kongbrailatpam,2021-02-05,4.0,worse phone,hi one worse phones samsung bought phone hours back already phone started hanging buy phone,5
298,Pradip,2020-08-25,1.0,chalega daudega nahi,fault value money,3
299,Keshava U,2020-06-05,5.0,nice phone range,superb phone samsung one compare thisamazing picture quality perfomancebest battery backup segment,5
300,VM,2020-06-05,5.0,buy mobile,cheaper quality poor processer,5
301,sajjad,2020-06-04,1.0,useful large internal storage,month since using mobile battery comes one half day even though using ìnternet,3
302,Punita Rani,2020-08-07,5.0,worst camera,worst camera grainy pictures video stabilizer,5
303,Rajesh Ranjan,2020-11-26,5.0,good phone,really good product using month sometimes battery heats charging complaints,5
304,Joel,2020-08-16,2.0,satisfied,mobile hanging slow apps turnoff suddenly please look sell buy finally feel unnecessary buy,5
305,Lav Kumar,2020-09-09,4.0,phone awesome,daily use good camera also good,5
306,Navdeep,2020-07-25,1.0,nice except sound,awesome except sound quality disappointed speaker sound otherwise nice phone aspects,3
307,Amazon Customer,2020-09-05,1.0,wifi issues,many issues wifi need restart phone every connect internet either wifi mobile data,3
308,Faizan,2020-06-09,2.0,good phone,love phone medium pricefeatures good specially camera well good,5
309,Het Shah,2020-07-28,1.0,good phone samsung,battery goodfinger print reader slow sometimesscreen quality goodbetter phone priceslim good,5
310,PARINITA SINGH,2020-07-30,1.0,value money,phone good buy value money,5
311,Akhil,2021-04-22,4.0,samsung worst brand,worst phone totally unsatisfied please nt switch samsung hangs alot processor os slow thank bye,4
312,VM,2020-06-05,5.0,osam,osam mobile velue money best onelove semsungbahut hi bhadiya shandareverything okgood qulity,3
313,sajjad,2020-06-04,1.0,important know,like much camera performance outstanding camera shoots better mp camera realme vivo,5
314,Kilio,2020-11-15,1.0,excellent back cam,excellent back cam really loved pictures features like smart select face recognition lock amazing good one,3
315,GAUTAM SINHA,2020-09-04,5.0,dislike,money waste buy buy camera good heats buy pubg lags,5
316,Suresh M.,2021-01-11,1.0,awesome phone,excellent phone battery life good quick fingerprint reader awesome screen quality best phone market range,5
317,Bhargav Acharya,2020-10-14,4.0,slow charge,battery life slow charge taking hoursavrage mobile good charger good irritating hang bad experiance,4
318,Amazon Customer,2020-10-14,5.0,h,everything nice complain shall recommend youthank nice daysamsung galaxy,5
319,Ananias m sangma,2020-09-28,1.0,hanging phone,time hanging issue recommended mid users device working fast pay,5
320,bhargav,2020-08-16,4.0,good,good product price good cameranice security good battery nice storage worth money,5
321,Rakesh,2020-08-01,1.0,best phone,best phone alltime user samsung best phone overall ever bought always looking,3
322,Gaurav sharma,2021-03-04,1.0,check database,getting mail item returned already plz check ur database complete process,3
323,Amazon Customer,2021-03-05,1.0,processor worst slow phone,processor worst much slow u restart mobile takes almost minutes run smoothly bad experience,5
324,VM,2020-06-05,5.0,star rating,finger print option good battery backup normal speaker sound low phone star rating,3
325,sajjad,2020-06-04,1.0,great phone heating issue,dhasu phone,3
326,Pankaj Patel,2020-08-13,1.0,worst purchase,please nt buy product fingerprint scanner working correctly display problem one month,5
327,Amul,2021-02-03,5.0,nice,memory good,5
328,Ram,2020-07-13,1.0,charging problem,stisfied phone camera quality god charging problm hour complete charge,3
329,Abhishek Kumar,2020-08-19,5.0,yes overall phone good,fingerprint reader good battery life good charger morning u use days,5
330,Akshay Bhamare,2020-07-24,5.0,waste money,working every time time working waste money compare lots mobile devices available,3
331,Jiteshkumar,2020-06-10,5.0,awesome,awesome phonegood respondit high power backupgood r e p n phone,5
332,Nikky,2020-10-17,2.0,charger,charger take time hours would suggest w charger given,5
333,Abhishek Mishra,2020-07-04,1.0,like,like,5
334,Amazon Customer,2020-06-12,3.0,good,screen broken scratch body condition good,5
335,MANISH KUMAR,2020-08-06,1.0,budget,battery life good budget phoneafter month use markvery disappointed,5
336,VM,2020-06-05,5.0,satisfied model,camera quality good smooth processor without hanging battery backup also good,5
337,sajjad,2020-06-04,1.0,wastage money,camera quality poor heating issue slow charging pls dont purchage phone,3
338,Dr.Abid Bashir,2020-11-25,5.0,good,good phone nice cool everything good going best roughly user,5
339,ankit ,2020-06-28,5.0,good,dislik,5
340,M zeeshan Hyeder,2020-06-23,3.0,using smooth attractive icons,good product good feature,3
341,Jk,2020-08-16,5.0,love samsung,like itand love,3
342,Amazon Customer,2020-07-10,1.0,finger sensor nt work properly,finger sensor nt work properly,3
343,Ashutosh Dubey,2020-07-23,3.0,awesome,value money features,5
344,yogesh,2021-02-12,5.0,lun phone,lun phone,5
345,Sushil Nayak,2020-08-23,3.0,star,perfect phone aspects,5
346,srinath goskula,2020-08-03,1.0,,camera quality bad,5
347,Vishal singh,2020-10-18,5.0,good product,good,5
348,VM,2020-06-05,5.0,available slow motion,available slow motion,5
349,sajjad,2020-06-04,1.0,good product samsung,poor value money,5
350,Kalpana,2020-08-31,1.0,cemra low quality,cemra low quality,3
351,Albin Mathew,2020-07-30,4.0,manufacturing diffect mobile exchange policy,flop mobile star,4
352,vamsi varma,2020-09-18,5.0,samsung brand,good,5
353,Vikash Thakur,2020-08-11,1.0,go,value money,5
354,Pankaj Pimpare,2021-03-13,3.0,good products,good,5
355,Peter,2020-08-16,5.0,awesome mobile,nice mobile,5
356,SRIDAM d.,2020-06-24,5.0,,good one,5
357,kawaldeep,2020-08-08,1.0,awesome,loved,3
358,Pratik,2020-07-03,3.0,mobile,like,5
359,Ajay chandra ,2020-10-12,5.0,star,nice,5
360,VM,2020-06-05,5.0,nice,yes,5
361,sajjad,2020-06-04,1.0,bad,bad,5
362,tarsem,2020-07-29,1.0,good,good,5
363,Amazon Customer,2020-08-01,5.0,okay type,okay type finger print sensor working previous phone far better press finger multiple times unlock camera good happy finger print sensoramazon delivery quick got,3
364,RE,2020-08-31,1.0,basic expectations fulfilled,using phone past months facing issues suchfinger print sensor able read finger multiple times typing password manually phone hanging initially happened happening twice week even using multiple applications nt heavy applications downloadedthis happened whenever logging application phone allowing record screen basic feature see random android phone samsung nt screen recording option,1
365,Customer,2020-09-18,5.0,excellent phone samsung,got phone dad seems best phone samsung price range buy series spotted could resist initial assumption phone would heavy weight light weight planning buy vivo oppo guess best replacement terms priceavoid made china phones much possibletouch response good see lag comes cover inside also issue see quality earphones comes along personally liked,5
366,Ashok sajjana,2020-09-09,1.0,overall useful daily routine works,mobile many useful features looking price reasonable battery life good reasonable price good warmth,4
367,Mithu Basu,2020-06-28,4.0,samsung,good cell phone superd quad camera crystal clear photos great sound wonderful reception thus made india product,5
368,Amazon Customer,2020-07-11,4.0,nice phone amoled screen good battery backup,switched samsung years experience lenovo xiomi worries data security amoled screen really awesome good battery backup,5
369,nithin,2021-04-16,1.0,tampered product delivered,new product delivered tampered delivering quality checks done prior delivery disappointed way online deliveries happening,1
370,Ajit Maurya,2020-11-22,4.0,amazing,marvelous product never see product worthy buy features excellent,4
371,Anto sunil,2020-10-04,4.0,samsung galaxy,fingerprint reader fast,3
372,VM,2020-06-05,5.0,product review,good product,5
373,sajjad,2020-06-04,1.0,nt buy,cheap please nt waste money,3
374,Prince,2020-08-16,5.0,best,good battery life,5
375,Himanshu Baluni,2021-04-25,1.0,excellant,excellant loved phone battery back,3
376,Anant revar,2021-04-14,5.0,amazed,good phone samsung one word feedback amazing phone bought amazon,5
377,Jai H.,2021-03-26,5.0,perfect mobile budget,nice battery life perfect big screen movies,5
378,Pandava Swetha,2020-10-12,5.0,good,good battery life,5
379,Satvik,2020-08-21,2.0,value money,good overall,5
